formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C22H22O11	[M + H]+	C22H23O11+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavones	0.984	Phenylpropanoids and polyketides	0.999	Flavonoids	0.996	Flavonoid glycosides	0.991	Flavonoid O-glycosides	0.990	Flavonoid-7-O-glycosides	0.615	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	463.123	530	8.829	803427664658889893	803421804884826331	2724	
1	C22H22O11	[M + H]+	C22H23O11+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavones	0.984	Phenylpropanoids and polyketides	0.999	Flavonoids	0.996	Flavonoid glycosides	0.991	Flavonoid O-glycosides	0.990	Flavonoid-7-O-glycosides	0.615	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	463.123	530	8.829	803427684485364979	803421237054167235	2724	
1	C11H11N3O5	[M + Na]+	C11H11N3NaO5+	Carbohydrates	0.775	Nucleosides	0.795	Purine nucleosides	0.247	Benzenoids	0.966	Benzene and substituted derivatives	0.853	Benzoic acids and derivatives	0.611			Benzoic acids and derivatives	0.611	Organic compounds; Organoheterocyclic compounds; Imidazoles; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	288.058	530	8.838	803427668299545811	803421804935157983	2760	
1	C11H11N3O5	[M + Na]+	C11H11N3NaO5+	Carbohydrates	0.775	Nucleosides	0.795	Purine nucleosides	0.247	Benzenoids	0.966	Benzene and substituted derivatives	0.853	Benzoic acids and derivatives	0.611			Benzoic acids and derivatives	0.611	Organic compounds; Organoheterocyclic compounds; Imidazoles; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Azoles; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	288.058	530	8.838	803427723362368866	803421237087721671	2760	
1	C32H42O19	[M + Na]+	C32H42NaO19+	Terpenoids	0.998	Monoterpenoids	1.000	Secoiridoid monoterpenoids	0.998	Lipids and lipid-like molecules	0.957	Prenol lipids	0.971	Terpene glycosides	0.971	Iridoid O-glycosides	0.688	Iridoid O-glycosides	0.688	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	753.221	531	8.857	803428316541814350	803421805077764331	2761	
1	C32H42O19	[M + Na]+	C32H42NaO19+	Terpenoids	0.998	Monoterpenoids	1.000	Secoiridoid monoterpenoids	0.998	Lipids and lipid-like molecules	0.957	Prenol lipids	0.971	Terpene glycosides	0.971	Iridoid O-glycosides	0.688	Iridoid O-glycosides	0.688	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Sugar acids and derivatives; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Bicyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	753.221	531	8.857	803428338108925747	803421237268076755	2761	
1	C23H26O8	[M + H]+	C23H27O8+	Shikimates and Phenylpropanoids	0.998	Lignans	0.999	Furanoid lignans	0.291	Lignans, neolignans and related compounds	0.864	Furanoid lignans	0.844					Furanoid lignans	0.844	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Furanoid lignans; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	431.169	531	8.857	803427652172446707	803421805128095983	2782	
1	C23H26O8	[M + H]+	C23H27O8+	Shikimates and Phenylpropanoids	0.998	Lignans	0.999	Furanoid lignans	0.291	Lignans, neolignans and related compounds	0.864	Furanoid lignans	0.844					Furanoid lignans	0.844	Organic compounds; Organoheterocyclic compounds; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Furanoid lignans; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	431.169	531	8.857	803427692848807166	803421237301631191	2782	
1	C22H30N2O12	[M + H]+	C22H31N2O12+	Shikimates and Phenylpropanoids	0.427	Flavonoids	0.453	Anthocyanidins	0.258	Organic oxygen compounds	0.999	Organooxygen compounds	0.998	Carbohydrates and carbohydrate conjugates	0.982	Glycosyl compounds	0.978	O-glycosyl compounds	0.956	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	515.188	532	8.869	803427631192537977	803421237372934367	2786	
1	C22H30N2O12	[M + H]+	C22H31N2O12+	Shikimates and Phenylpropanoids	0.427	Flavonoids	0.453	Anthocyanidins	0.258	Organic oxygen compounds	0.999	Organooxygen compounds	0.998	Carbohydrates and carbohydrate conjugates	0.982	Glycosyl compounds	0.978	O-glycosyl compounds	0.956	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	515.188	532	8.869	803427714319449419	803421805207787767	2786	
1	C23H36N6O9	[M + K]+	C23H36KN6O9+	Carbohydrates	0.678	Oligopeptides	0.668	Purine nucleosides	0.210	Organoheterocyclic compounds	0.936	Diazines	0.558	Pyrimidines and pyrimidine derivatives	0.574			Pyrimidines and pyrimidine derivatives	0.574	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Substituted imidazoles; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	579.220	532	8.874	803427626457168717	803421805174233331	2776	
1	C23H36N6O9	[M + K]+	C23H36KN6O9+	Carbohydrates	0.678	Oligopeptides	0.668	Purine nucleosides	0.210	Organoheterocyclic compounds	0.936	Diazines	0.558	Pyrimidines and pyrimidine derivatives	0.574			Pyrimidines and pyrimidine derivatives	0.574	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Substituted imidazoles; Amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	579.220	532	8.874	803427650226289618	803421237339379931	2776	
1	C25H24O14	[M + H]+	C25H25O14+	Shikimates and Phenylpropanoids	0.933	Flavonoids	0.461	Flavones	0.592	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.866	Glycosyl compounds	0.699	Phenolic glycosides	0.785	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	549.123	533	8.877	803427879432421532	803421805249730811	2768	
1	C25H24O14	[M + H]+	C25H25O14+	Shikimates and Phenylpropanoids	0.933	Flavonoids	0.461	Flavones	0.592	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.866	Glycosyl compounds	0.699	Phenolic glycosides	0.785	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	549.123	533	8.877	803427940480516461	803421237410683107	2768	
1	C19H19NO3	[M + H]+	C19H20NO3+	Alkaloids	1.000	Tyrosine alkaloids	1.000	Isoquinoline alkaloids	0.909	Alkaloids and derivatives	0.988	Aporphines	0.985					Aporphines	0.985	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Benzodioxoles; Organooxygen compounds; Aporphines; Quinolines and derivatives; Acetals; Benzoquinolines; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	310.144	533	8.886	803427656329002026	803421237444237543	2834	
1	C19H19NO3	[M + H]+	C19H20NO3+	Alkaloids	1.000	Tyrosine alkaloids	1.000	Isoquinoline alkaloids	0.909	Alkaloids and derivatives	0.988	Aporphines	0.985					Aporphines	0.985	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Benzodioxoles; Organooxygen compounds; Aporphines; Quinolines and derivatives; Acetals; Benzoquinolines; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	310.144	533	8.886	803427769692651009	803421805300062463	2834	
1	C22H22O12	[M + Na]+	C22H22NaO12+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavonols	0.961	Phenylpropanoids and polyketides	0.998	Flavonoids	0.995	Flavonoid glycosides	0.989	Flavonoid O-glycosides	0.988	Flavonoid-3-O-glycosides	0.892	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	501.100	534	8.894	803427660082904128	803421237481986283	2759	
1	C22H22O12	[M + Na]+	C22H22NaO12+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavonols	0.961	Phenylpropanoids and polyketides	0.998	Flavonoids	0.995	Flavonoid glycosides	0.989	Flavonoid O-glycosides	0.988	Flavonoid-3-O-glycosides	0.892	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	501.100	534	8.894	803427682992192744	803421805409114371	2759	
1	C32H40O17	[M + H]+	C32H41O17+	Terpenoids	0.998	Monoterpenoids	0.999	Secoiridoid monoterpenoids	0.991	Lipids and lipid-like molecules	0.961	Prenol lipids	0.958	Terpene glycosides	0.967	Iridoid O-glycosides	0.688	Iridoid O-glycosides	0.688	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Sugar acids and derivatives; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	697.233	534	8.895	803427748964400538	803421237515540719	2779	
1	C32H40O17	[M + H]+	C32H41O17+	Terpenoids	0.998	Monoterpenoids	0.999	Secoiridoid monoterpenoids	0.991	Lipids and lipid-like molecules	0.961	Prenol lipids	0.958	Terpene glycosides	0.967	Iridoid O-glycosides	0.688	Iridoid O-glycosides	0.688	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Aromatic monoterpenoids; Alcohols and polyols; Phenols; Sugar acids and derivatives; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Methyl esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Iridoid O-glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	697.233	534	8.895	803427763044679123	803421805442668807	2779	
1	C24H32O9	[M + Na]+	C24H32NaO9+	Shikimates and Phenylpropanoids	0.531	Lignans	0.145	Depsides and depsidones	0.027	Benzenoids	0.887	Phenols	0.614	1-hydroxy-2-unsubstituted benzenoids	0.549			1-hydroxy-2-unsubstituted benzenoids	0.549	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	487.193	534	8.899	803427649710390204	803421237549095155	2766	
1	C24H32O9	[M + Na]+	C24H32NaO9+	Shikimates and Phenylpropanoids	0.531	Lignans	0.145	Depsides and depsidones	0.027	Benzenoids	0.887	Phenols	0.614	1-hydroxy-2-unsubstituted benzenoids	0.549			1-hydroxy-2-unsubstituted benzenoids	0.549	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	487.193	534	8.899	803427664579198106	803421805480417547	2766	
1	C23H28O9	[M + Na]+	C23H28NaO9+	Shikimates and Phenylpropanoids	0.506	Lignans	0.273	Neolignans	0.094	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.827	Alkyl aryl ethers	0.520	Alkyl aryl ethers	0.520	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Primary alcohols; Organooxygen compounds; Secondary alcohols; Polyols; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	471.162	535	8.918	803427650024963015	803421237586843895	2783	
1	C23H28O9	[M + Na]+	C23H28NaO9+	Shikimates and Phenylpropanoids	0.506	Lignans	0.273	Neolignans	0.094	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.827	Alkyl aryl ethers	0.520	Alkyl aryl ethers	0.520	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Primary alcohols; Organooxygen compounds; Secondary alcohols; Polyols; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	471.162	535	8.918	803427771328429591	803421805518166287	2783	
1	C20H18O10	[M + H]+	C20H19O10+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavonols	0.811	Phenylpropanoids and polyketides	0.997	Flavonoids	0.996	Flavonoid glycosides	0.991	Flavonoid O-glycosides	0.993	Flavonoid-3-O-glycosides	0.943	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	419.097	535	8.919	803427640512281510	803421237620398331	2773	
1	C20H18O10	[M + H]+	C20H19O10+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavonols	0.811	Phenylpropanoids and polyketides	0.997	Flavonoids	0.996	Flavonoid glycosides	0.991	Flavonoid O-glycosides	0.993	Flavonoid-3-O-glycosides	0.943	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	419.097	535	8.919	803427656932981813	803421805555915027	2773	
