formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C28H32O17	[M + Cl]-	C28H32ClO17-	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavonols	0.990	Phenylpropanoids and polyketides	0.996	Flavonoids	0.999	Flavonoid glycosides	0.999	Flavonoid O-glycosides	0.999	Flavonoid-3-O-glycosides	0.980	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	675.132	439	7.324	736165395626339627	736164211683174409	3153	
1	C15H20FNO8S2	[M - H]-	C15H19FNO8S2-	Amino acids and Peptides	0.998	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.996	Monosaccharides	0.996	Alkylglucosinolates	0.993	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Organofluorides; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Benzene and substituted derivatives; Polyols; Benzenoids; Aryl halides; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	424.052	440	7.327	736165289980184296	736164187528175563	3150	
1	C15H21NO9S2	[M - H]-	C15H20NO9S2-	Amino acids and Peptides	0.999	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.997	Monosaccharides	0.997	Alkylglucosinolates	0.997	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Benzene and substituted derivatives; Polyols; Benzenoids; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	422.058	440	7.328	736165354027223318	736164187217797042	3159	
1	C13H30ClFO5SSi4	[M - H]-	C13H29ClFO5SSi4-	Fatty acids	0.334	Fatty Acids and Conjugates	0.068	Halogenated fatty acids	0.008	Benzenoids	0.107	Benzene and substituted derivatives	0.356	Halobenzenes	0.794	Chlorobenzenes	0.830	Chlorobenzenes	0.830	Organic compounds; Organosulfur compounds; Halobenzenes; Ethers; Organohalogen compounds; Organooxygen compounds; Sulfones; Alkyl fluorides; Aryl chlorides; Chlorobenzenes; Sulfonyls; Dialkyl ethers; Organochlorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	463.048	445	7.423	736165362734600082	736164193479893464	3226	
1	C29H35ClF3N3O4S2	[M - H]-	C29H34ClF3N3O4S2-	Alkaloids	0.868	Lysine alkaloids	0.010	Carboline alkaloids	0.013	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.981	Amino acids, peptides, and analogues	0.873	Amino acids and derivatives	0.874	Amino acids	0.661	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Benzenesulfonamides; Halobenzenes; Thiazoles; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; N-acylpiperidines; Amino acids and derivatives; Azoles; Carboxylic acid amides; Alkyl fluorides; Aryl chlorides; Aryl fluorides; Carboxylic acid derivatives; Chlorobenzenes; Fluorobenzenes; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Organochlorides; Organofluorides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aryl halides; Alkyl halides; N-alkylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	644.166	446	7.430	736165338898366185	736164210441660320	3167	
1	C24H36F2N6O5S3	[M - H]-	C24H35F2N6O5S3-	Alkaloids	0.338	Tryptophan alkaloids	0.010	Carboline alkaloids	0.026	Benzenoids	0.963	Benzene and substituted derivatives	0.917	Benzenesulfonyl compounds	0.543			Benzenesulfonyl compounds	0.543	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Thiazoles; Alcohols and polyols; Piperazines; Piperidines; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl fluorides; Fluorobenzenes; Sulfonyls; Organofluorides; Organosulfonamides; Trialkylamines; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Tertiary amines; Aryl halides; N-alkylpiperazines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.182	446	7.441	736165371735579102	736164209036568360	3174	
1	C26H30O12	[M - H]-	C26H29O12-	Shikimates and Phenylpropanoids	0.999	Lignans	0.882	Neolignans	0.126	Lignans, neolignans and related compounds	0.823	Lignan glycosides	0.836					Lignan glycosides	0.836	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Primary alcohols; Benzofurans; Organooxygen compounds; Flavonoids; Lignans, neolignans and related compounds; Hexoses; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 2-arylbenzofuran flavonoids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Coumarans; Organic oxygen compounds; Phenoxy compounds; Chemical entities	533.166	447	7.447	736165302198195972	736164201545540761	3173	
1	C9H26N4O4S2Si	[M - H]-	C9H25N4O4S2Si-	Alkaloids	0.286	Ornithine alkaloids	0.063	Polyamines	0.125	Organic nitrogen compounds	0.997	Organonitrogen compounds	0.992	Amines	0.688	Tertiary amines	0.390	Trialkylamines	0.513	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Amines; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	345.109	448	7.469	736165378396135299	736164177822555262	3177	
1	C12H18O7S	[M - H]-	C12H17O7S-	Fatty acids	0.987	Octadecanoids	0.654	Jasmonic acids	0.335	Lipids and lipid-like molecules	0.767	Fatty Acyls	0.725	Lineolic acids and derivatives	0.661	Jasmonic acids	0.959	Jasmonic acids	0.959	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Lineolic acids and derivatives; Jasmonic acids; Monocarboxylic acids and derivatives; Sulfuric acid monoesters; Carboxylic acids; Carbonyl compounds; Sulfuric acid esters; Alkyl sulfates; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	305.070	450	7.501	736165296208728143	736164170138589679	3178	
1	C16H20N2O5	[M - H2O - H]-	C16H17N2O4-	Amino acids and Peptides	0.757	Small peptides	0.920	Dipeptides	0.292	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.983	Amino acids and derivatives	0.983	N-acyl-alpha amino acids	0.698	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Alpha amino acids; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	301.119	450	7.502	736165326185427910	736164169505249725	3181	
1	C17H22N2O5	[M - H]-	C17H21N2O5-	Alkaloids	0.707	Anthranilic acid alkaloids	0.785	Anthranillic acid derivatives	0.461	Benzenoids	0.999	Benzene and substituted derivatives	0.999	Benzoic acids and derivatives	0.968	Acylaminobenzoic acid and derivatives	0.593	Acylaminobenzoic acid and derivatives	0.593	Organic compounds; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Benzamides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Anilides; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methyl esters; Vinylogous amides; Organic oxides; Methoxyanilines; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Acylaminobenzoic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	333.145	450	7.502	736165315804522371	736164175788317652	3182	
1	C16H20N2O5	[M - CH2O3 - H]-	C15H17N2O2-	Alkaloids	0.854	Nicotinic acid alkaloids	0.228	Pyridine alkaloids	0.226	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.597	Amino acids and derivatives	0.596	Alpha amino acids and derivatives	0.747	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Vinylogous amides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	257.129	450	7.505	736165364961776168	736164161993250671	3180	
1	C17H33NO10S3	[M - H]-	C17H32NO10S3-	Amino acids and Peptides	0.999	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Monosaccharides	0.998	Alkylglucosinolates	1.000	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Sulfoxides; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; 1,2-diols; Sulfinyl compounds; Sulfenyl compounds; Organic anions; Alkylglucosinolates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	506.119	451	7.509	736165327703766433	736164199158981570	3186	
1	C21H22F3N7O6S2	[M - H]-	C21H21F3N7O6S2-	Alkaloids	0.549	Histidine alkaloids	0.081	Imidazole alkaloids	0.080	Benzenoids	0.796	Benzene and substituted derivatives	0.673					Benzene and substituted derivatives	0.673	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Organic sulfuric acids and derivatives; Azoles; Ureas; Alkyl fluorides; Sulfuric acid monoesters; Organofluorides; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Sulfuric acid esters; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	588.096	453	7.545	736165359748255054	736164206264133166	3190	
1	C16H18N2O11S2	[M - H]-	C16H17N2O11S2-	Amino acids and Peptides	1.000	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	1.000	Monosaccharides	1.000	Alkylglucosinolates	1.000	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	477.027	454	7.562	736165315968100309	736164195539296913	3194	
1	C17H22N2O12S2	[M - H]-	C17H21N2O12S2-	Amino acids and Peptides	0.999	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Monosaccharides	0.998	Alkylglucosinolates	1.000	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	509.053	454	7.564	736165330606225514	736164199490331616	3197	
1	C17H22N2O11S2	[M - H2O - H]-	C17H19N2O10S2-	Amino acids and Peptides	1.000	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Monosaccharides	0.997	Alkylglucosinolates	0.999	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	475.048	454	7.566	736165367344141352	736164195212141171	3199	
1	C17H18F2N2O10S	[M - H]-	C17H17F2N2O10S-	Amino acids and Peptides	0.777	Amino acid glycosides	0.994	Glucosinolates	0.986	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Monosaccharides	0.995	Alkylglucosinolates	0.945	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Halobenzenes; Pyrroles; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Aryl fluorides; Fluorobenzenes; Thioacetals; Hexoses; Organofluorides; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Aryl halides; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	479.057	454	7.567	736165377146232467	736164196088750787	3200	
1	C20H20N2O9S2	[M - H]-	C20H19N2O9S2-	Amino acids and Peptides	0.995	Amino acid glycosides	0.999	Glucosinolates	0.999	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Monosaccharides	0.998	Alkylglucosinolates	0.998	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Indoles and derivatives; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Polyols; Phenol ethers; Benzenoids; Indoles; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	495.052	454	7.567	736165355155491301	736164197997159257	3205	
1	C17H22N2O11S2	[M - H]-	C17H21N2O11S2-	Amino acids and Peptides	1.000	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Monosaccharides	0.999	Alkylglucosinolates	1.000	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	493.059	454	7.568	736165375132966203	736164197774861125	3203	
1	C24H15Cl4N5O4	[M - H]-	C24H14Cl4N5O4-	Alkaloids	0.747	Flavonoids	0.010	Imidazole alkaloids	0.005	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.998	Diarylethers	0.997	Diarylethers	0.997	Organic compounds; Organoheterocyclic compounds; Triazoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Diarylethers; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	575.980	454	7.568	736165364299075933	736164205236528591	3204	
1	C17H22N2O10S2	[M - H]-	C17H21N2O10S2-	Amino acids and Peptides	0.999	Amino acid glycosides	1.000	Glucosinolates	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	1.000	Monosaccharides	1.000	Alkylglucosinolates	1.000	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	477.064	454	7.569	736165293687950518	736164195648348827	3207	
1	C24H22N2O7S3	[M - H]-	C24H21N2O7S3-	Amino acids and Peptides	0.564	Tyrosine alkaloids	0.025	Isoquinoline alkaloids	0.016	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.524	Amino acids and derivatives	0.520	Amino acids and derivatives	0.520	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	545.051	454	7.569	736165331830962505	736164202220823765	3208	
1	C19H38ClFN4O5S2	[M - H]-	C19H37ClFN4O5S2-	Alkaloids	0.757	Tryptophan alkaloids	0.004	Carboline alkaloids	0.002	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.947	Amino acids, peptides, and analogues	0.883	Amino acids and derivatives	0.883	Amino acids and derivatives	0.883	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Benzenesulfonamides; Halobenzenes; Alkyl aryl ethers; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl chlorides; Aryl fluorides; Carboxylic acid derivatives; Sulfonyls; Dialkyl ethers; Organochlorides; Organofluorides; Organosulfonamides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	519.186	455	7.579	736165334234299225	736164200320803883	3212	
1	C8H6O5	[M - H]-	C8H5O5-	Shikimates and Phenylpropanoids	0.949	Phenolic acids (C6-C1)	0.991	Simple phenolic acids	0.992	Benzenoids	0.998	Benzene and substituted derivatives	0.978	Benzoic acids and derivatives	0.985	Hydroxybenzoic acid derivatives	0.908	Salicylic acids	0.790	Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Salicylic acid and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzene and substituted derivatives; Benzenoids; Salicylic acids; Benzoic acids; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	181.014	456	7.607	736165348939531498	736164146621125396	3214	
1	C17H26F2N2O9S3	[M - H]-	C17H25F2N2O9S3-	Amino acids and Peptides	0.537	Small peptides	0.037	Thiodiketopiperazine alkaloids	0.010	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.717	Amino acids and derivatives	0.714	Alpha amino acids and derivatives	0.618	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Sulfonyls; Dialkyl ethers; Organofluorides; Organosulfonamides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic sulfonamides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	535.069	458	7.635	736165340265709620	736164201772033197	3215	
1	C20H28N2O12S2	[M - H]-	C20H27N2O12S2-	Amino acids and Peptides	0.999	Amino acid glycosides	0.999	Glucosinolates	0.999	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.996	Monosaccharides	0.990	Alkylglucosinolates	0.998	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucosinolates; Organic sulfuric acids and derivatives; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Substituted pyrroles; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	551.100	459	7.646	736165318803450838	736164203168736539	3217	
